SYMBOL	Tumour_sample_1	Tumour_sample_2	Normal_sample_1	Normal_sample_2	Normal_sample_3	Normal_sample_4
ST7L	119.951604087089	105.617906388178	101.296108687212	98.7532949302166	97.9144946176998	139.6094414502
TKTL1	0	0.910499193001532	0.920873715338289	0	0	0
PAX6	52.7060078564484	54.6299515800919	46.0436857669145	51.6839674401134	60.9656287242282	51.4350573763896
RPUSD1	746.971352724148	686.516391523155	649.215969313494	704.194056371545	704.799616917971	660.389397386145
RHBDF1	557.956703859644	514.432044045866	513.847533158765	515.916746411132	502.504576151214	497.817876750056
LUC7L	969.608799703973	986.981125213661	925.478083914981	957.076325632099	912.636987568749	937.771313951675
CACNA2D2	20.900658287902	9.10499193001532	16.5757268760892	19.3814877900425	14.7795463573886	14.6957306789685
BAIAP3	36.3489709354817	31.8674717550536	27.6262114601487	21.2273437700466	24.9404844780933	22.9620791858882
TSR3	762.419665371728	738.414845524243	621.589757853345	670.968648731472	711.265668449329	679.677543902291
PIGQ	879.645096638656	771.192816472298	780.900910606869	760.492663761668	832.273204250448	758.667096301746
CRAMP1L	384.390367642719	365.110176393614	360.982496412609	347.020924240761	329.768628099234	327.898490774484
TEAD3	136.308641008056	142.037874108239	141.814552162097	155.974830310342	135.787082158508	144.201857287378
SELE	0	0	0	0	0	0
DNAJC11	956.886659876555	995.175617950675	995.464486280691	903.546502211982	963.441678172272	967.162775309611
FMO3	0	0	0	0	0	0
MYLIP	52.7060078564484	54.6299515800919	43.2810646208996	47.0693274901032	48.0335256615131	53.2720237112607
NOX1	16.3570369209667	10.0154911230169	7.36698972270631	7.38342392001619	10.1609381207047	8.26634850691975
E2F2	242.62938099434	235.819290987397	246.794155710662	253.805197250557	266.955556080332	229.620791858882
PSMB1	1789.27809429908	1789.13091424801	1699.93287851448	1621.58447843356	1730.13064546181	1679.90571323958
SYN1	1.81744854677408	2.7314975790046	2.76262114601487	4.61463995001012	0.92372164733679	3.67393266974211
JARID2	565.22649804674	515.342543238867	579.229566947784	588.828057621291	540.377163692022	578.644395484383
CDKL5	228.998516893534	207.593816004349	186.937364213673	204.890013780449	203.218762414094	187.370566156848
CAMK1G	0.908724273387042	4.55249596500766	2.76262114601487	2.76878397000607	1.84744329467358	1.83696633487106
CDK11A	51.7972835830614	46.4354588430781	46.9645594822528	52.6068954301154	41.5674741301556	43.1687088694698
NADK	761.510941098341	748.430336647259	710.914508241159	787.257575471727	762.994080700189	703.558106255615
TFAP2B	0	1.82099838600306	0	0	0	0
TFAP2D	0	0	0	0	0	0
DLEC1	7.26979418709633	4.55249596500766	4.60436857669145	0	6.46605153135753	1.83696633487106
CYTH3	871.466578178173	905.946697036524	866.54216613333	838.94154291184	857.213688728541	825.71636752454
ADAM22	33.6227981153205	14.5679870880245	19.3383480221041	26.7649117100587	31.4065360094509	22.9620791858882
SYPL1	2023.72895683294	2044.07068828844	2008.42557315281	1999.06202634438	2036.80623237762	2006.88572084663
CYB561	856.92698980398	834.017260789404	837.995080957843	940.463621812063	937.577472046842	904.705919923995
SPAG9	5073.40761831985	5168.9039186697	5194.64862822329	5082.56444094115	5019.50343162812	5047.06500505823
CELSR3	588.853329154803	550.852011765927	510.164038297412	568.523641841247	521.902730745286	529.9647876103
AASS	1.81744854677408	0	3.68349486135316	1.84585598000405	1.84744329467358	2.75544950230659
PLEKHG6	103.594567166123	97.4234136511639	90.2456241031524	102.445006890225	109.922876033078	89.0928672412463
SS18L2	114.499258446767	123.827890248208	117.871835563301	105.213790860231	123.77870074313	123.076744436361
MPND	66.336871957254	72.8399354401226	77.3533920884163	74.757167190164	69.2791235502593	76.2341028971489
MGST1	5487.78588698434	5516.71461039628	5628.38014814762	5505.26546036207	5511.84706965863	5644.99754705876
CRY1	671.547238033024	658.290916540108	601.330536115903	676.506216671484	608.732565594945	618.139171684111
PGLYRP1	5.45234564032225	6.37349435101073	8.2878634380446	8.30635191001822	3.69488658934716	5.51089900461317
NFIX	112.681809899993	97.4234136511639	122.476204139992	140.285054480308	127.473587332477	143.283374119942
ST3GAL1	242.62938099434	221.251303899372	279.94560946284	291.64524484064	279.887659143047	288.403714574756
MMP25	38.1664194822557	28.2254749830475	26.7053377448104	21.2273437700466	32.3302576567877	30.3099445253724
IL32	36.3489709354817	38.2409661060643	46.9645594822528	42.4546875400931	30.4828143621141	49.5980910415185
PKD1	1732.0284650757	1704.45448929887	1566.40618979043	1616.04691049354	1635.91103743346	1565.09531731014
MAPK8IP2	104.50329143951	107.438904774181	98.533487541197	102.445006890225	95.1433296756894	114.810395929441
MED24	1871.97200317731	1762.72643765097	1792.02025004831	1864.31453980409	1885.31588221439	1798.39004183876
RHOBTB2	551.595633945934	610.034459311027	628.956747576052	616.515897321352	583.792081116851	612.628272679497
HEATR5B	707.896208968505	681.053396365146	772.613047168825	740.188247981623	703.875895270634	733.868050780987
SEC62	2434.47232840388	2254.39600187179	2456.89107252256	2503.90363687549	2298.21945857393	2410.09983135083
RPS20	4029.28342819814	4215.61126359709	4261.8035545856	4429.13142401971	4505.91419570886	4395.86043934644
CSDE1	5893.98563718835	5875.45129243889	6218.66019967947	6042.40955054325	5981.09766650572	5956.3633408194
UBE3C	3069.67059550143	3036.51480866011	3071.11384065319	3225.63332505708	3088.92518869423	3043.85321688134
REV3L	580.67481069432	562.688501274947	602.251409831241	561.140217921231	528.368782276644	578.644395484383
TENM1	2.72617282016112	4.55249596500766	0	4.61463995001012	3.69488658934716	5.51089900461317
PAX7	1.81744854677408	5.46299515800919	3.68349486135316	2.76878397000607	5.54232988402074	5.51089900461317
MASP2	22.718106834676	20.9414814390352	20.2592217374424	23.0731997500506	19.3981545940726	30.3099445253724
IYD	0.908724273387042	0.910499193001532	0	0	0	0
FAM76A	109.955637079832	112.90189993219	102.21698240255	88.6010870401943	117.312649211772	100.114665250473
TRAF3IP3	29.9879010217724	40.9724636850689	38.6766960442081	34.1483356300749	31.4065360094509	32.1469108602435
POMT2	1156.8060000217	1103.52502191786	1163.9843761876	1148.12241956252	1240.55817237331	1215.1532305172
VTA1	976.87859389107	1000.63861310868	997.306233711367	1029.06470885226	997.619379123734	1030.53811386266
MLXIPL	63.6106991370929	51.8984540010873	61.6985389276654	50.7610394501113	59.1181854295546	64.293821720487
BAZ1B	4432.75700558199	4525.18098921762	4694.6142007946	4683.85954926027	4625.99800986265	4476.68695808077
RANBP9	475.262794981423	441.592108605743	500.955301144029	483.614266761061	473.869205083773	489.551528243137
ETV7	2.72617282016112	0.910499193001532	0.920873715338289	0.922927990002024	1.84744329467358	0.918483167435528
SPRTN	394.386334649976	417.919129587703	408.8679296102	380.246331880834	360.251442461348	386.681413490357
METTL13	1169.52813984912	1206.41143072703	1124.38680642805	1189.65417911261	1172.20277047039	1118.71249793647
DYRK4	230.815965440309	238.550788566401	226.534933973219	211.350509710464	235.549020070882	248.908938375028
ZNF207	3809.37215403848	3963.40298713567	3886.08707872758	3897.52490177855	3639.46329050695	3887.02076458716
UQCRC1	2142.77183664664	2249.84350590679	2025.92217374424	2108.89045715463	2164.2798197101	2164.86482564554
STARD3NL	832.39143442253	764.819322121287	835.232459811828	854.631318741875	829.502039308438	847.759963542993
CD9	1352.18171879992	1356.64379757228	1338.02950838653	1273.64062620279	1388.3536359472	1374.05081848355
HHATL	0	0	1.84174743067658	0	0	0
NCAPD2	5162.46259711178	5253.58034361884	5370.5355078529	5311.45058246165	5418.55118327761	5186.67444650843
IFFO1	30.8966252951594	35.5094685270598	32.2305800368401	26.7649117100587	38.7963091881452	37.6578098648567
GIPR	41.8013165758039	43.7039612640735	37.7558223288699	52.6068954301154	38.7963091881452	39.4947761997277
PHF7	49.0711107629002	43.7039612640735	52.4898017742825	41.5317595500911	60.9656287242282	54.1905068786962
SEMA3G	4.54362136693521	6.37349435101073	5.52524229202974	5.53756794001215	4.61860823668395	4.59241583717764
NISCH	925.081310308008	838.569756754411	839.83682838852	817.714199141794	842.434142371153	813.776086347878
STAB1	2.72617282016112	1.82099838600306	0.920873715338289	1.84585598000405	1.84744329467358	0.918483167435528
FUZ	178.10995758386	158.426859582267	182.332995636981	186.431453980409	159.803844989265	180.022700817364
SLC6A13	3.63489709354817	4.55249596500766	3.68349486135316	5.53756794001215	3.69488658934716	1.83696633487106
IDS	2151.85907938051	2217.06553495873	2305.86778320708	2267.63407143497	2313.92272657866	2293.45246908651
PRSS3	63.6106991370929	61.0034459311027	69.98640236571	49.8381114601093	59.1181854295546	62.4568553856159
ZNF200	207.189134332245	200.309822460337	239.427165987955	206.735869760453	214.303422182135	215.843544347349
CD4	8.17851846048337	7.28399354401226	9.20873715338289	11.0751358800243	6.46605153135753	11.0217980092263
LRRC23	185.379751770956	180.278840214303	204.4339648051	196.583661870431	186.591772762032	197.473880998639
BTK	0	0	0.920873715338289	0	0	0
HFE	374.394400635461	356.915683656601	416.234919332907	394.090251730864	419.369627890903	390.3553461601
SCMH1	390.751437556428	383.320160253645	424.522782770951	412.548811530905	380.573318702758	399.540177834455
FYN	118.134155540315	87.4079225281471	108.663098409918	83.9864470901842	93.2958863810158	99.1961820830371
HIVEP2	282.61324902337	254.029274847427	299.283957484944	275.955469010605	278.963937495711	307.691861090902
FMO1	1.81744854677408	1.82099838600306	3.68349486135316	1.84585598000405	0.92372164733679	1.83696633487106
TCEB3	847.83974707011	842.211753526417	864.700418702654	929.388485932039	883.077894853972	860.61872788709
LYPLA2	419.830614304813	399.709145727673	350.852885543888	372.862907960818	392.581700118136	351.779053127807
CLCN6	323.505841325787	312.301223199526	342.565022105844	350.712636200769	334.387236335918	308.610344258338
MRC2	2325.42541559744	2127.83661404458	2227.59351740332	2270.40285540498	2387.8204583656	2183.23448899425
NME2	0	0	0	0	0	0
SLC6A7	0	0	0	0.922927990002024	0.92372164733679	0
TSPAN9	524.333905744323	504.416552922849	561.732966356357	508.533322491115	576.402307938157	524.453888605687
BTBD7	1132.27044464025	1098.06202675985	1156.61738646489	1159.19755544254	1129.71157469289	1164.63665630825
APBA3	269.891109195951	233.998292601394	239.427165987955	248.267629310545	260.489504548975	261.767702719126
MKS1	260.803866462081	256.760772426432	280.866483178178	263.034477150577	284.506267379731	259.930736384255
ABHD5	241.720656720953	255.850273233431	267.053377448104	209.50465373046	236.472741718218	235.131690863495
KAL1	0	0	0	0.922927990002024	0	0
AKAP8L	525.24263001771	489.848565834824	526.739765173501	531.606522241166	513.589235919255	524.453888605687
MBTD1	422.556787124974	460.712591658775	416.234919332907	466.078634951022	445.233834016333	470.263381726991
UTP18	1525.74805501684	1610.67307241971	1509.31201943946	1517.29361556333	1501.97139856962	1489.77969758043
RNF216	1496.66887826846	1493.21867652251	1473.39794454126	1452.68865626319	1444.70065643474	1469.57306789685
